,zero_mean_activation,one_mean_activation,two_mean_activation,three_mean_activation,four_mean_activation,five_mean_activation,six_mean_activation,seven_mean_activation,eight_mean_activation,nine_mean_activation
0,0.0009810879320867275,1.2219314026267543,0.016717196168636227,0.005642739796770706,2.3838554537771874,0.0012003639814291158,0.005225520904562126,0.007854052884571094,0.004356548782877994,0.4002777329489656
1,0.3505873051840732,0.002686721876703448,1.008814757368607,0.5506110073112364,0.21680700710012704,0.3991037365643548,0.005818897712851103,3.180530812402374,0.16622446495543008,2.06357797071044
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.634447018363534,0.001005485180894687,0.48475322632472956,0.4365880089814867,0.24782792040383145,3.7985362967234355,0.15420443448245943,0.1291659963763923,0.09246775782118749,1.1513274966792815
4,0.023089289638491654,0.42572695393271653,0.06350741316787911,0.09025609295902118,0.7373017461829203,0.5318176085330385,0.006130316884084735,4.290104481279077,0.6264918393680994,2.803961420360972
5,0.014909493157499528,2.9511313251131557,0.043862300134942654,0.035665089897647356,2.4044930002330402,0.007719048567417252,0.24987759480857796,2.300189485744308,0.04354709887520877,0.5632080027228041
6,0.04945791210326999,3.6803967421573263,0.0897491674353789,0.10628654424704477,2.1234528879019363,0.7013568101875832,0.014640260802537212,3.2021584450009337,1.45782795660688,1.9352544372305487
7,0.03760099537556143,0.0005004428563574873,0.004897353937458616,0.05927949426949384,0.5326217552611923,2.793511131676311,0.04974882451212458,0.9094552136346674,0.011833525426243946,1.0550937491775456
8,1.6245723107180925,0.0025324664763538255,1.3151561510574088,1.4083991405137748,0.1309422754095303,2.4319951359945042,0.09153406121149589,0.47409515099054395,0.1092359971037315,0.41228294936862736
9,0.0692202177206276,0.11035560466872942,2.7196564814197752,3.593895511858468,0.11617826199932524,0.011681767160976929,0.11451759406350662,2.079239573690324,0.07466858681982154,1.7449840811984687
10,1.9655303022387578,0.005969971251510718,0.9990649407747639,1.1835143787540585,2.034617780124305,1.7594331872375129,1.173211362390411,0.05350433520479195,0.06960015236017256,0.512943886712965
11,0.9778983995186962,2.423981032335926,1.8816664261710914,0.21806127681375484,3.2988524605714242,0.31909822411814576,4.851939120133203,0.011511070004174544,0.0718218482520805,0.100133649028611
12,0.0045873893406943415,0.046203867558006435,0.8023258047315944,0.24709298278358063,0.2589803372941164,0.0033835573683688174,0.0038038569424791125,2.415981418549931,0.01217413863918146,0.027517236331169356
13,5.005101463784972,0.7983771816586169,0.2675161224575141,0.019729616629335586,0.14004274997994104,0.1015721126089312,1.0630620345145958,0.8821342744435654,0.019051080704285454,0.05692233391585801
14,0.13213324878964194,0.02677804436142333,0.20494633678130533,0.07630328706791799,3.8456483354733972,2.4383407456800685,0.16389442867108114,0.12723813414341767,0.6498705639122359,3.3977002435548402
15,1.242981016760742,1.174099797234315,4.063126559479468,0.021236025377843103,0.021888936377515922,0.0714315471143696,0.03455978028785315,0.8338686682209551,0.02914556679720961,0.0037752486027089623
16,0.009653789219110776,0.037779077605458455,0.004621255276246373,0.008371193647929067,0.1658580551081449,0.08018565453414414,4.14363639322451,0.04981160589270085,0.02325728702083691,0.0012823315022632562
17,3.3841637762242347,0.0010917796221517802,0.05680505686995116,0.06521591616032213,0.0514612395223262,1.8311415734788303,0.0508941966304118,3.0978772048064687,0.13900992855457664,1.1041716496903335
18,0.0008179392415930165,0.3550322035502159,0.024559112244994373,0.012029921788762683,0.8284082789426715,0.06160948306161122,0.002415376726378054,2.1689466593674838,0.008888532734682797,2.602455368928034
19,0.0017912708840498183,0.023972503755554375,0.03760597724798903,2.936449128438697,1.1335742986932886,0.06399048188880974,6.340537755301612e-05,0.16575535101205086,0.008280778171946973,0.6763888366525415
20,0.34931416645700814,0.005238072263370858,0.2355316902969449,0.20030845114867085,0.3200119959584411,1.636792028927119,0.1121792273812944,4.057413332507903,0.1974842733357511,0.4963638111289887
21,0.09856788124216155,0.9969035742893645,0.5640806392980686,3.5965415413724298,0.03234323587772991,0.8754756311849763,0.08303359740005505,1.1219339784001374,0.06328672825429958,0.02701255947333922
22,0.007508221934306577,2.080288489173752,1.6203600622326844,1.9186390521698389,0.2685012087898341,0.010362801673754932,0.07399399018259142,0.08455688799422975,1.3292048965883032,0.1377156399283417
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1.2553332153771897,0.9326321978632552,2.3075907326248086,0.09158869549635718,1.602175741344856,0.013198186223373006,1.5471630149475926,0.5416730867697302,1.4873011560438587,0.0779164250420961
26,0.07813009274338857,0.16651702157515413,3.571077052302022,1.411516393983715,0.050069205884116126,1.1587250782450014,1.1226323371733897,0.0929626402332903,2.8124235109765916,0.065920103999795
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0006247331101649238,0.02135000180457068,0.08283171567470479,3.245626615376975,0.01724940056277159,2.3460016154511556,0.010707471969672146,0.012704708471973051,0.0207498643215102,0.016034465545887347
