,zero_mean_activation,one_mean_activation,two_mean_activation,three_mean_activation,four_mean_activation,five_mean_activation,six_mean_activation,seven_mean_activation,eight_mean_activation,nine_mean_activation
0,0.34253031767206266,0.033130126959178594,0.08254736612364649,1.4444889001483097,1.1083285370767118,0.9759303723573685,0.007093319900333881,2.571541885309387,0.7412025808990002,2.598255441410467
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.06865449843555689,2.452805327102542,0.4063565820120275,0.21492794117331504,4.500923425130546,0.6164992255885154,0.2553414570167661,1.2358896540142597,1.955319835215807,1.9606068101637066
3,0.0185190398208797,3.001388784058392,4.082977459218353,2.9883993908204136,0.2689448974396801,0.09842017584433779,0.020776213507517242,2.3844884824147448,1.014253046988044,1.162369058302138
4,1.240864159730263,0.590869024538435,0.3119375563291833,1.3281653135493399,0.04114664116688073,3.0319153709141538,0.2971705588325858,0.11641670925635844,0.509716440377757,0.788805062691681
5,4.54645274734497,1.2895878960378468,4.41144969290495,2.527443600088358,3.44401911509037,2.0875809226855635,2.7277865766584872,3.112791090190411,4.636626884818077,4.361339912414551
6,2.703858362644911,0.35359004339692185,0.6913306541144848,4.287226534724235,3.0309755847230555,6.100211668431759,3.4471375480759887,0.2694175342156086,3.003982010908425,3.9955173227749765
7,0.22610387514345348,0.8417225646302104,0.06337567886896431,1.2083651485461742,0.8641480756234378,0.5147204329967499,0.04706129853054881,1.9140717413201929,0.16156408970057964,2.1887700028661636
8,2.6551778777092694,0.00995894455164671,0.9712874115910382,0.19827917859703303,0.6096850143745541,0.88904166612681,4.556765272527933,0.07441155732423067,0.17442738154157997,0.4710520735671744
9,2.2304578922037037,0.2572766172303818,2.0850849859528244,3.2512297694683077,0.4267751908749342,4.803644185073674,1.49453059008345,0.6843188481051474,3.7606014738976956,2.5696367543935774
10,0.6307062387336045,0.00025070738419890405,0.19791541783325375,0.13451081409398466,0.49645821177586913,1.0074792816527187,0.800295157769695,1.1136731823543087,0.11633656843006611,0.8542001782599836
11,4.476970100350678,5.645676153898239,5.861101091265678,2.0459254347644746,4.171720935106277,0.9037158930152654,5.215188685119152,4.0777324116826055,4.26089958448708,1.6723923849761486
12,1.8544186431700365,4.587858830451966,5.275434135004878,2.1497205067742615,3.392706808954477,0.24933662832155823,1.13480648722779,4.535712003946304,2.4078704419359567,2.4265826354399325
13,0.3544211091212928,1.9979945695400239,0.8453181884996593,0.4341392098851502,0.2635178582109511,0.13460841747373342,0.013627214442938566,2.485569881187752,1.8974516104012729,0.3151906181238592
14,0.18639265094697474,5.515894249513745,3.934613677468151,0.16594282759353518,1.5595369318071752,0.2555695822350681,2.5513164060637354,1.3456831903159618,0.3192563315108419,0.17059232350252568
15,1.0734331055097281,2.9992251456379893,0.8141890589762479,5.042840577442199,0.7844205261170865,4.607067554187029,3.608702453656122,0.12808668816834687,1.3145421059280633,0.6100977390166372
