,zero_mean_activation,one_mean_activation,two_mean_activation,three_mean_activation,four_mean_activation,five_mean_activation,six_mean_activation,seven_mean_activation,eight_mean_activation,nine_mean_activation
0,0.1040780778080225,0.022445768957957624,0.14933012513443827,0.4338376622386277,0.35685946429520843,0.25451394273526967,0.0011649447809904813,2.9082976203951985,0.4719077496342361,2.69427765439637
1,3.8133709897100925,0.7605452790725976,0.15147573958337307,0.09730029854923487,0.003831340819597244,0.026172114148736,0.004875895440578461,1.4132309639696032,0.10225912553817033,0.04675998387858272
2,0.007473653547465801,2.985327944330871,1.6970864413045346,0.055514136530458925,4.210130073033273,0.006399726808071137,0.25871589705720544,2.8344412630349396,2.5156527660749854,3.220901520475745
3,1.291712369967252,0.006517784992232919,0.3116089539024979,2.00502099557966,0.39596519608143715,0.01909414483234286,0.157157944210805,0.14843855366576464,0.032284885469824075,1.6580381940025837
4,1.5948064723834396,0.2512535245995969,4.683806139260531,3.9655678538680075,0.7151518465261907,0.03949686179868877,0.8571359995100647,1.6863071143906563,1.4044494022093714,0.045395038366317746
5,0.8280371735272929,0.022879316092003138,0.9380996319991537,0.6824331296402961,0.05052045361371711,3.4453347645252945,0.07919449440948666,2.0209533016909846,1.517866951030679,1.336928494327236
6,0.09504654440004379,0.8396289883879945,4.201432597228326,3.983756758518517,3.524403731727041,2.689534856864251,0.06462738758791238,5.036302204847336,4.514486566293985,3.0925390232428907
7,0.026695847474038602,0.6540344620160758,0.07209768288955093,0.3596513536982238,0.0008760024309158325,0.05695250863954425,0.1696579435057938,0.00047559544444084165,0.4810297285802662,0.00023966878280043603
8,0.632481234639883,0.0,0.0011404093243181706,0.0,0.0049999916516244415,0.0,0.02538725083321333,0.002059779766947031,0.0010515769720077514,0.003915569871664047
9,0.8363896640017628,2.0593407541662456,1.607266850039363,0.03923858735337853,2.1515759366080163,0.000638399675488472,0.5879195184856654,1.975024676270783,0.008290283292531966,1.1858072623945772
10,0.0018833039402961732,0.45758589859539645,0.0207253162143752,0.16796867091720924,2.2892197424583136,0.054703765348996965,0.00036480164527893065,3.8027551769912242,0.021105988787487148,3.3120869408398868
11,0.11382077166251839,0.2883973605390638,0.25553896234929563,1.3994172776117921,0.30545498797111215,0.21559431301057339,0.47809675349481406,2.6891800662595777,0.02712840480171144,2.4580501339435576
12,2.7034953081533315,0.038321357718668875,3.681036369096488,3.85414292928949,0.13437370782066135,0.01247727435734123,0.016281216055154802,0.17892451332136988,0.39524897111114116,0.18375145915523172
13,1.939767398864031,1.7974714505262672,4.192686428094283,4.276050156354904,0.04145008924417198,0.12990268643386663,0.25807180707529187,2.796722023362294,0.30727341613173487,0.7252265366278589
14,0.009390974409878254,0.008992240680381656,1.40038053672947,0.010655236400663853,1.98745547909569,0.006906039819121361,0.2049462976427749,0.02130155139416456,0.00979503533244133,0.3067474801838398
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.11048721707984806,0.012077696798369288,1.2235658253654838,0.16241459533013403,1.4227288678754122,1.519758052384481,0.016212430892512203,2.0949980813544244,3.043603667749092,2.9399822875708344
